Title,Company,Location,Salary,Description
Developer 2,Hyland Software,"Kolkata, West Bengal+1 location",None,The Developer is responsible for the overall performance of the product through applying principles of software engineering to the design development…
DevOps Software Engineer 1,RSM US LLP,"Hyderabad, Telangana",None,"Outside of your team, you’ll collaborate with Enterprise Solutions Developers, IT Architecture Engineers, line-of-business (LOB) professionals as well as other…"
Full Stack Developer Intern,Osumare Marketing Solutions,"Pune, Maharashtra","₹5,000 - ₹6,000 a month",Work with development teams and product managers to ideate software solutions.Design client-side and server-side architecture.Total work: 1 year (Preferred).
Data Engineer (Python),Anblicks,"Hyderabad, Telangana",None,"3-6 years of experience as a Python developer.Hyderabad, Telangana | Full Time.Collaborate with the Lead Data Engineer and Data Architect to design and…"
Backend Developer,Vavo Digital,"Mumbai, Maharashtra","Up to ₹12,00,000 a year",Collaborate with front-end developers to design and implement user-facing features.The ideal candidate has at least 2 years of experience using Node.js and…
Python Tech Lead,Algoptions Technologies Private Limited,"Indore, Madhya Pradesh","₹15,000 - ₹30,000 a month","An API developer will design, develop and mentor other developers to create well written, high performing APIs and services..Python Experience: 2-5 Years."
Python Developer (ONLY 2-3 Yrs EXPERIENCED CANDIDATES),XpertIdea IT Solutions Pvt. Ltd.,"Chandigarh, Chandigarh","₹20,000 - ₹45,000 a month","2 years in web development and solid understanding of web technologies in Python namely Django, Flask and FastAPI.Experience with JavaScript and ReactJS/VueJS."
Backend Developer,SoftTech Services,"Bengaluru, Karnataka",None,Should be able to Integrate user-facing elements developed by front-end developers with server side logic.Implementation of security and data protection.
Python Developer – Data Analyst,Skyislimit Technologies,"Ernakulam, Kerala",None,"We are looking for Python Developers with competencies to understand client requirements, develop and deliver analytical solutions as per the defined scope."
FULL STACK DEVELOPER (ANGULAR),Pentation Analytics Pvt Ltd,"Mumbai, Maharashtra","₹3,00,000 - ₹6,00,000 a year",Work closely with web developers and backend engineers.Cooperating with the back-end developer in the process of building the RESTful API.
Full Stack Developer,The Dapp list,"Remote in Bengaluru, Karnataka","₹12,00,000 - ₹18,00,000 a year","As a Full Stack Developer, you will play a critical role in designing, developing, and maintaining the backend systems and infrastructure necessary for the…"
Experienced Devops Engineer,BOEING,"Bengaluru, Karnataka",None,The selected individual will also be responsible to provide support to development of internal competency and resources for critical skill sets and be a sought…
Sr. Python Developer,SourceDOTcom Pvt. Ltd.,"Gurgaon, Haryana","₹5,00,000 - ₹14,00,000 a year"," Should be able to write effective, scalable codes. Good experience in developing back-end components to improve responsiveness and overall."
"Actimize, PLSQL & Python Developer",BNP Paribas,"Chennai, Tamil Nadu",None,"We partner various business lines of BNP Paribas such as Corporate and Institutional Banking, Wealth Management, Retail Banking through three verticals -…"
Experienced Devops Engineer,BOEING,"Bengaluru, Karnataka",None,The selected individual will also be responsible to provide support to development of internal competency and resources for critical skill sets and be a sought…
Sr. Python Developer,Appriffy-Digital IT Hub,"Bengaluru, Karnataka",None,"Knowledge of AWS cloud and python Boto lib.Experience: 3 to 4 years of experience in Python, with knowledge of at least one Python web framework Flask, Django."
Python Senior Developer,Infosys,"Chennai, Tamil Nadu+5 locations",None,"As part of the Infosys delivery team, your primary role would be to ensure Development, Validation and Support activities, to assure that our clients are…"
VAS Software Developer,Ericsson,"Gurgaon, Haryana",None,"This a hands-on, technical role including development on Java with aiding Python Scripts developed for Cloud Native deployment using DevOps."
Oracle PL/SQL Developer,NTT Ltd.,"Chennai, Tamil Nadu",None,"Analyzes, designs, programs, debugs, and modifies software enhancements and/or new products used in local, networked, cloud-based, or Internet-related computer…"
Python Internship,cb tech,"Kochi, Kerala","From ₹15,000 a month","Also providing training in all software languages.Python Developer responsibilities include writing and testing code, debugging programs and integrating…"
Fullstack developer,Admission Dunia,"Bengaluru, Karnataka","₹6,00,000 a month","Key skills required- Java, Angular, spring boot, postgre SQL, knowledge about database and restful API, understanding of micro services architecture, python."
Python Web Developer,Imperative Business Ventures,"Thane District, Maharashtra",None,"Take ownership of the designs of the overall web architecture for Old Mission Capital.Maintain and build the web-framework using JavaScript (React, Redux…"
Senior Web Developer,ChabezTech Private Limited,"Bengaluru, Karnataka","₹13,048 - ₹55,989 a month","Bachelor’s degree in computer science, Electrical Engineering, related technical field, or equivalent practical experience.Total work: 1 year (Preferred)."
Python Developer – Data Analyst,Skyislimit Technologies,"Ernakulam, Kerala",None,"We are looking for Python Developers with competencies to understand client requirements, develop and deliver analytical solutions as per the defined scope."
FULL STACK DEVELOPER (ANGULAR),Pentation Analytics Pvt Ltd,"Mumbai, Maharashtra","₹3,00,000 - ₹6,00,000 a year",Work closely with web developers and backend engineers.Cooperating with the back-end developer in the process of building the RESTful API.
Full Stack Developer,The Dapp list,"Remote in Bengaluru, Karnataka","₹12,00,000 - ₹18,00,000 a year","As a Full Stack Developer, you will play a critical role in designing, developing, and maintaining the backend systems and infrastructure necessary for the…"
Senior Python & Airflow Developer,KPI Partners,India,None,Good to have Apache Airflow development.Expertise in Python and its frameworks.Strong understanding of data warehouse concepts and ETL tools.
Sr. Python Developer,SourceDOTcom Pvt. Ltd.,"Gurgaon, Haryana","₹5,00,000 - ₹14,00,000 a year"," Should be able to write effective, scalable codes. Good experience in developing back-end components to improve responsiveness and overall."
"Actimize, PLSQL & Python Developer",BNP Paribas,"Chennai, Tamil Nadu",None,"We partner various business lines of BNP Paribas such as Corporate and Institutional Banking, Wealth Management, Retail Banking through three verticals -…"
Experienced Devops Engineer,BOEING,"Bengaluru, Karnataka",None,The selected individual will also be responsible to provide support to development of internal competency and resources for critical skill sets and be a sought…
Sr. Python Developer,Appriffy-Digital IT Hub,"Bengaluru, Karnataka",None,"Knowledge of AWS cloud and python Boto lib.Experience: 3 to 4 years of experience in Python, with knowledge of at least one Python web framework Flask, Django."
Python Senior Developer,Infosys,"Chennai, Tamil Nadu+5 locations",None,"As part of the Infosys delivery team, your primary role would be to ensure Development, Validation and Support activities, to assure that our clients are…"
VAS Software Developer,Ericsson,"Gurgaon, Haryana",None,"This a hands-on, technical role including development on Java with aiding Python Scripts developed for Cloud Native deployment using DevOps."
Oracle PL/SQL Developer,NTT Ltd.,"Chennai, Tamil Nadu",None,"Analyzes, designs, programs, debugs, and modifies software enhancements and/or new products used in local, networked, cloud-based, or Internet-related computer…"
Python Internship,cb tech,"Kochi, Kerala","From ₹15,000 a month","Also providing training in all software languages.Python Developer responsibilities include writing and testing code, debugging programs and integrating…"
Python Web Developer,Imperative Business Ventures,"Thane District, Maharashtra",None,"Take ownership of the designs of the overall web architecture for Old Mission Capital.Maintain and build the web-framework using JavaScript (React, Redux…"
Senior Web Developer,ChabezTech Private Limited,"Bengaluru, Karnataka","₹13,048 - ₹55,989 a month","Bachelor’s degree in computer science, Electrical Engineering, related technical field, or equivalent practical experience.Total work: 1 year (Preferred)."
